Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,number_of_progeny,years_since_joining_company,MntProds,AcceptedCmp,NumAllPurchases,Age,Total_Children,Family_Size,Has_Children,Has_Teenagers,Has_Young_Kids,Child_Dependency_Ratio,Income_Per_Person,Is_High_Income,Total_Spending,Spending_Per_Income,Spending_Per_Person,Avg_Monthly_Spending,Wine_Preference,Fruit_Preference,Meat_Preference,Fish_Preference,Sweet_Preference,Gold_Preference,Luxury_Spending,Essential_Spending,Luxury_Ratio,Essential_Ratio,Web_Purchase_Ratio,Store_Purchase_Ratio,Catalog_Purchase_Ratio,Deal_Purchase_Ratio,Channels_Used,Is_Multi_Channel,Deal_Sensitivity,Is_Deal_Hunter,Avg_Purchase_Frequency,Days_Between_Purchases,Avg_Spending_Per_Purchase,Campaign_Response_Rate,Is_Campaign_Responsive,Web_Visits_Per_Month,Web_Visits_Per_Purchase,Web_Conversion_Rate,Is_Web_Browser,Satisfaction_Score,Is_Recent_Customer,Customer_Lifetime_Value,Annual_Value,Loyalty_Score,Education_encoded,Income_Age_Interaction,Family_Income_Interaction,Spending_Age_Interaction,Income_Education_Interaction,Purchases_Per_Visit,Spending_Per_Visit,Income_Squared,Total_Spending_Squared,Age_Squared,Recency_Squared,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widow,Age_Group_Young,Age_Group_Middle,Age_Group_Senior,Generation_Baby_Boomer,Generation_Gen_X,Generation_Millennial,Generation_Silent,Income_Quintile_Q1,Income_Quintile_Q2,Income_Quintile_Q3,Income_Quintile_Q4,Income_Quintile_Q5,Spending_Tier_Low,Spending_Tier_Medium,Spending_Tier_High,Income_Tier_Low,Income_Tier_Medium,Income_Tier_High,Life_Stage_Empty_Nesters,Life_Stage_Middle_Couple,Life_Stage_Middle_Family,Life_Stage_Senior_Family,Life_Stage_Young_Couple,Life_Stage_Young_Family,Life_Stage_Young_Single,Customer_Type_Campaign_Responsive,Customer_Type_Deal_Hunter,Customer_Type_High_Value_Store,Customer_Type_High_Value_Web,Customer_Type_Luxury_Buyer,Customer_Type_Regular_Customer,Recency_Group_Active,Recency_Group_Moderate,Recency_Group_Inactive,Preferred_Channel_NumCatalogPurchases,Preferred_Channel_NumStorePurchases,Preferred_Channel_NumWebPurchases,Cluster,Cluster_Name
1976,7500.0,0,0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,0,13,61,0,6,49,0,2,0,0,0,0.0,3750.0,0,61,0.008132249033462205,30.5,0.3885350318471338,0.0967741935483871,0.25806451612903225,0.1774193548387097,0.1774193548387097,0.016129032258064516,0.25806451612903225,22,38,0.3548387096774194,0.6129032258064516,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,2,1,0.14285714285714285,0,0.42857142857142855,677.8571428571429,8.714285714285714,0.0,0,8,2.6666666666666665,0.2222222222222222,1,0.0,0,61,4.357142857142857,0.0,1,367500.0,15000.0,2989,7500.0,0.2222222222222222,6.777777777777778,56250000.0,3721,2401,3481,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Standard Customers Group 0
1959,63033.0,0,0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,0,12,1102,0,16,66,0,1,0,0,0,0.0,63033.0,0,1102,0.017482628422755973,1102.0,7.6,0.17588395285584768,0.05530371713508613,0.43517679057116954,0.20398912058023572,0.10154125113327289,0.027198549410698096,224,766,0.20308250226654578,0.6944696282864914,0.17647058823529413,0.47058823529411764,0.23529411764705882,0.058823529411764705,3,1,0.058823529411764705,0,1.2307692307692308,257.6470588235294,64.82352941176471,0.0,0,2,0.5,1.0,0,0.0,0,1102,84.76923076923077,0.0,1,4160178.0,63033.0,72732,63033.0,1.0,367.3333333333333,3973159089.0,1214404,4356,6724,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Premium Luxury Buyers
1952,59354.0,1,1,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,2,12,310,0,15,73,2,3,1,1,1,0.6666666666666666,19784.666666666668,0,310,0.005222811894532896,103.33333333333333,2.1379310344827585,0.7491961414790996,0.006430868167202572,0.17041800643086816,0.00964630225080386,0.01607717041800643,0.04501607717041801,247,58,0.7942122186495176,0.1864951768488746,0.375,0.3125,0.0625,0.1875,3,1,0.1875,1,1.1538461538461537,273.75,19.375,0.0,0,6,0.8571428571428571,0.8571428571428571,0,0.0,0,310,23.846153846153847,0.0,2,4332842.0,178062.0,22630,118708.0,0.8571428571428571,44.285714285714285,3522897316.0,96100,5329,2809,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Standard Customers Group 0
1987,17323.0,0,0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,0,13,46,0,5,38,0,2,0,0,0,0.0,8661.5,0,46,0.0026552759178018934,23.0,0.2929936305732484,0.06382978723404255,0.2978723404255319,0.3617021276595745,0.1276595744680851,0.02127659574468085,0.10638297872340426,8,37,0.1702127659574468,0.7872340425531915,0.16666666666666666,0.5,0.0,0.16666666666666666,2,1,0.16666666666666666,1,0.35714285714285715,790.8333333333334,7.666666666666667,0.0,0,8,4.0,0.1111111111111111,1,0.0,0,46,3.2857142857142856,0.0,1,658274.0,34646.0,1748,17323.0,0.1111111111111111,5.111111111111111,300086329.0,2116,1444,1444,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Standard Customers Group 0
1946,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,0,13,1315,2,26,79,0,1,0,0,0,0.0,82800.0,1,1315,0.015881450707117065,1315.0,8.375796178343949,0.7644376899696048,0.016717325227963525,0.08738601823708207,0.044832826747720364,0.05167173252279635,0.03419452887537994,1051,196,0.7986322188449848,0.14893617021276595,0.25925925925925924,0.4444444444444444,0.2222222222222222,0.037037037037037035,3,1,0.037037037037037035,0,1.8571428571428572,175.74074074074073,48.7037037037037,0.4,1,3,0.375,1.75,0,0.4,1,1315,93.92857142857143,5.2,3,6541200.0,82800.0,103885,248400.0,1.75,328.75,6855840000.0,1729225,6241,529,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,Premium Luxury Buyers
1980,41850.0,1,1,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,2,13,96,0,9,45,2,4,1,1,1,0.5,10462.5,0,96,0.002293851998757497,24.0,0.6114649681528662,0.5463917525773195,0.05154639175257732,0.1958762886597938,0.020618556701030927,0.13402061855670103,0.041237113402061855,57,26,0.5876288659793815,0.26804123711340205,0.3,0.3,0.0,0.3,2,1,0.3,1,0.6428571428571429,474.5,9.6,0.0,0,8,2.0,0.3333333333333333,1,0.0,0,96,6.857142857142857,0.0,1,1883250.0,167400.0,4320,41850.0,0.3333333333333333,10.666666666666666,1751422500.0,9216,2025,2601,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Standard Customers Group 0
1946,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,0,13,317,0,13,79,0,2,0,0,0,0.0,18880.0,0,317,0.008394904795953497,158.5,2.0191082802547773,0.2641509433962264,0.015723270440251572,0.11949685534591195,0.4716981132075472,0.03773584905660377,0.0880503144654088,112,193,0.3522012578616352,0.6069182389937107,0.2857142857142857,0.42857142857142855,0.07142857142857142,0.14285714285714285,3,1,0.14285714285714285,0,0.9285714285714286,338.92857142857144,22.642857142857142,0.0,0,7,1.4,0.5,1,0.0,1,317,22.642857142857142,0.0,1,2983040.0,75520.0,25043,37760.0,0.5,39.625,1425817600.0,100489,6241,400,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Standard Customers Group 0
1949,76995.0,0,1,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,1,12,1782,1,26,76,1,3,1,1,0,0.3333333333333333,25665.0,1,1782,0.023144059431658787,594.0,12.289655172413793,0.5675827257431295,0.044868199663488505,0.27930454290521595,0.0,0.0089736399326977,0.09871003925967471,1188,578,0.6662927650028042,0.32417274256870443,0.4074074074074074,0.3333333333333333,0.14814814814814814,0.07407407407407407,3,1,0.07407407407407407,0,2.0,162.22222222222223,66.0,0.2,1,5,0.4166666666666667,1.8333333333333333,0,0.2,0,1782,137.07692307692307,2.4000000000000004,2,5851620.0,230985.0,135432,153990.0,1.8333333333333333,297.0,5928230025.0,3175524,5776,8281,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,Premium Luxury Buyers
1985,33812.0,1,0,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,1,13,133,0,8,40,1,2,1,0,1,0.5,16906.0,0,133,0.003933398397066217,66.5,0.8471337579617835,0.029850746268656716,0.12686567164179105,0.1417910447761194,0.22388059701492538,0.1791044776119403,0.291044776119403,43,66,0.3208955223880597,0.4925373134328358,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,3,1,0.2222222222222222,1,0.5714285714285714,527.2222222222222,14.777777777777779,0.0,0,6,2.0,0.2857142857142857,0,0.0,0,133,9.5,0.0,2,1352480.0,67624.0,5320,67624.0,0.2857142857142857,19.0,1143251344.0,17689,1600,7396,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Standard Customers Group 0
1982,37040.0,0,0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,0,13,316,0,12,43,0,2,0,0,0,0.0,18520.0,0,316,0.008531087173672416,158.0,2.0127388535031847,0.27129337539432175,0.006309148264984227,0.2302839116719243,0.21766561514195584,0.11987381703470032,0.15141955835962145,134,144,0.4227129337539432,0.45425867507886436,0.3076923076923077,0.38461538461538464,0.15384615384615385,0.07692307692307693,3,1,0.07692307692307693,0,0.8571428571428571,365.0,24.307692307692307,0.0,0,8,1.6,0.4444444444444444,1,0.0,0,316,22.571428571428573,0.0,1,1592720.0,74080.0,13588,37040.0,0.4444444444444444,35.111111111111114,1371961600.0,99856,1849,1681,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Standard Customers Group 0
1979,2447.0,1,0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,1,12,1730,0,43,46,1,3,1,0,1,0.3333333333333333,815.6666666666666,0,1730,0.7066993464052288,576.6666666666666,11.931034482758621,0.0005777007510109763,0.0005777007510109763,0.9965337954939342,0.0005777007510109763,0.0005777007510109763,0.0005777007510109763,2,1727,0.0011554015020219526,0.997689196995956,0.0,0.0,0.6363636363636364,0.3409090909090909,1,0,0.3409090909090909,1,3.3076923076923075,99.54545454545455,39.31818181818182,0.0,0,1,1.0,0.0,0,0.0,0,1730,133.07692307692307,0.0,1,112562.0,7341.0,79580,2447.0,0.0,865.0,5987809.0,2992900,2116,1764,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,Premium Luxury Buyers
1949,58607.0,0,1,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,1,13,972,1,17,76,1,3,1,1,0,0.3333333333333333,19535.666666666668,0,972,0.016584766584766583,324.0,6.191082802547771,0.8910585817060637,0.0,0.08838643371017471,0.0,0.0,0.019527235354573486,886,86,0.9105858170606372,0.08838643371017471,0.1111111111111111,0.5,0.16666666666666666,0.16666666666666666,3,1,0.16666666666666666,1,1.2142857142857142,263.6111111111111,54.0,0.2,1,8,2.6666666666666665,0.2222222222222222,1,0.2,0,972,69.42857142857143,2.6,3,4454132.0,175821.0,73872,175821.0,0.2222222222222222,108.0,3434780449.0,944784,5776,3969,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Premium Luxury Buyers
1954,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,1,11,544,0,20,71,1,3,1,1,0,0.3333333333333333,21774.666666666668,0,544,0.008327592805204745,181.33333333333334,4.090225563909774,0.7045871559633028,0.0,0.1871559633027523,0.03853211009174312,0.05871559633027523,0.009174311926605505,389,123,0.7137614678899082,0.22568807339449543,0.2857142857142857,0.42857142857142855,0.09523809523809523,0.14285714285714285,3,1,0.14285714285714285,0,1.6666666666666667,191.1904761904762,25.904761904761905,0.0,0,4,0.5714285714285714,1.2,0,0.0,1,544,45.333333333333336,0.0,3,4638004.0,195972.0,38624,195972.0,1.2,108.8,4267224976.0,295936,5041,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Premium Luxury Buyers
1951,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,1,12,444,0,20,74,1,3,1,1,0,0.3333333333333333,13563.0,0,444,0.010911771934136151,148.0,3.0620689655172413,0.6067415730337079,0.006741573033707865,0.060674157303370786,0.08764044943820225,0.01348314606741573,0.22247191011235956,369,69,0.8292134831460675,0.1550561797752809,0.3333333333333333,0.23809523809523808,0.047619047619047616,0.3333333333333333,3,1,0.3333333333333333,1,1.5384615384615385,208.57142857142858,21.142857142857142,0.0,0,8,1.0,0.7777777777777778,1,0.0,0,444,34.15384615384615,0.0,1,3010986.0,122067.0,32856,40689.0,0.7777777777777778,49.333333333333336,1655594721.0,197136,5476,4761,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Standard Customers Group 0
1969,18589.0,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,0,12,75,0,8,56,0,1,0,0,0,0.0,18589.0,0,75,0.004034427111350188,75.0,0.5172413793103449,0.07894736842105263,0.05263157894736842,0.32894736842105265,0.19736842105263158,0.15789473684210525,0.17105263157894737,19,44,0.25,0.5789473684210527,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,3,1,0.2222222222222222,1,0.6153846153846154,486.6666666666667,8.333333333333334,0.0,0,7,2.3333333333333335,0.25,1,0.0,0,75,5.769230769230769,0.0,1,1040984.0,18589.0,4200,18589.0,0.25,9.375,345550921.0,5625,3136,7921,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Standard Customers Group 0
